"ID","Title","Project","State","Month","CreatedDate","BugOrigin","IsProduction"
"1463883","RBAC/Documents - Receiving incorrect responses for users without access","AI ML COE","Done","Apr-26","02-Apr-2026","","0"
"1464607","RBAC/Attachmets - Receiving incorrect responses for both the users with and without access","AI ML COE","Done","Apr-26","03-Apr-2026","","0"
"1469851","RBAC/Doc and Attachments - User is getting proper response for contract level documents even he is not given access to the Doc/Attachment","AI ML COE","Done","Apr-26","16-Apr-2026","","0"
"1474813","Metadata Loss OF Documents During Attachment Ingestion","AI ML COE","New","Apr-26","30-Apr-2026","Product Management","0"
"1478522","Data - Unable to retrieve data from some particular grids or Form Fields","AI ML COE","Dev in progress","May-26","12-May-2026","","0"
"1499535","Doc Search - [Intermittent] Error Connecting to Chat service","AI ML COE","New","Jun-26","26-Jun-2026","Product Engineering","0"
"1499537","Lumina Doc - [Intermittent] Permission Issues for Administrator user.","AI ML COE","Done","Jun-26","26-Jun-2026","Product Engineering","0"
"1499538","Lumina Doc - [Intermittent] Response is getting completed at preliminary findings.","AI ML COE","Cannot Reproduce","Jun-26","26-Jun-2026","Product Engineering","0"
"1523910","Lumina - Wrong title displaying in Lumina doc viewer","AI ML COE","New","Jul-26","27-Jul-2026","","0"
"1525168","Lumina - Wrong way of showing ""High confidence"" when response is not accurately providing the expected response for the queries. with or without meta data","AI ML COE","Done","Jul-26","30-Jul-2026","","0"
"1531540","Agent Builder - 5th Compilation step is getting succeeded even without mandatory fields.","AI ML COE","Dev Completed","Aug-26","12-Aug-2026","","0"
"1533079","Agent Builder - Published agent category is missing and tool implementation tag is not displayed.","AI ML COE","New","Aug-26","18-Aug-2026","","0"
"1533081","Agent Builder - No change in on demand runs Toggle when the configuration is not done","AI ML COE","Done","Aug-26","18-Aug-2026","","0"
"1533141","Agent Builder - Total number of runs and last run time stamp is missing and List view preference is not getting persisted","AI ML COE","New","Aug-26","18-Aug-2026","","0"
"1533144","Agent Builder - Data alignment is not proper in Review and Publish tab","AI ML COE","Done","Aug-26","18-Aug-2026","","0"
"1536722","Agent Builder - Navigation issue from Masterworks 'Home' page","AI ML COE","New","Aug-26","25-Aug-2026","","0"
"1537598","Agent Builder - Clicking ""Back to Agent Builder"" link discards unsaved wizard data without a confirmation prompt","AI ML COE","Done","Aug-26","27-Aug-2026","","0"
"1469918","Extra non-CSDL attributes exposed in JSON metadata response","API_Integrations","Done","Apr-26","16-Apr-2026","","0"
"1470783","Metadata JSON response for PurchaseOrder form missing some fields which are present on XML","API_Integrations","Done","Apr-26","21-Apr-2026","","0"
"1471020","Incorrect maxLength returned as 0 for string field instead of deriving value from DB type","API_Integrations","Done","Apr-26","21-Apr-2026","","0"
"1471360","Button control is included in metadata JSON response as a field","API_Integrations","Done","Apr-26","22-Apr-2026","","0"
"1473598","Issues identified in RFI form odata response","API_Integrations","Done","Apr-26","28-Apr-2026","","0"
"1474810","Bid Estimate and Contract records are not getting auto created upon creating New Planned Project and also unable to create new contract","API_Integrations","Done","Apr-26","30-Apr-2026","Product Engineering","0"
"1474831","Workflow Actions is not coming in any of the child Form of the Project","API_Integrations","Done","Apr-26","30-Apr-2026","Product Engineering","0"
"1474908","Bid Estimate: MaxLength and @Core.LongDescription is missing in the few controls","API_Integrations","Done","Apr-26","30-Apr-2026","Product Engineering","0"
"1475177","Project Phases: 1.Allowing user to save Phase End Date greater than Project End Date for the first time 2.Unable to Save the Phases even after deleting a phase with Phase End Date greater than Project End Date","API_Integrations","Done","May-26","04-May-2026","Product Engineering","0"
"1475211","Schedule: 'Phase End Date' for each phase is showing same date [Project Start Date] for all the phases in 'Finish' column","API_Integrations","Done","May-26","04-May-2026","Product Engineering","0"
"1475243","Project Phases: 'Status' column data is not reordering properly on reordering the Phase","API_Integrations","Done","May-26","04-May-2026","Product Engineering","0"
"1475414","Contracts>>Contractors: Getting error message, on selecting Prime Contractor and Clicking on Save","API_Integrations","Done","May-26","04-May-2026","Product Engineering","0"
"1475730","Invalid error message 'Object reference not set to an instance of an object.' is displayed, when PDF is uploaded for Excel Import","API_Integrations","New","May-26","05-May-2026","Product Engineering","0"
"1475932","Project Calendar: Unable to Edit calendar, getting error message on Save for '5Days+1Exception Workday' calendar","API_Integrations","Done","May-26","05-May-2026","Product Engineering","0"
"1476212","Dropdown option values are not present in metadata response","API_Integrations","Done","May-26","06-May-2026","","0"
"1476216","Issues identified in expense form","API_Integrations","Done","May-26","06-May-2026","","0"
"1476405","Unable to add Item in Master Contract > Price List","API_Integrations","Done","May-26","06-May-2026","Product Engineering","0"
"1476412","If Validations=""Required"",AllowNull=""true"" on xml then ""$Nullable""coming as true on oData response for Purchase Order form","API_Integrations","Done","May-26","06-May-2026","","0"
"1476569","The API is failing for OData filter query using the mod operator","API_Integrations","Done","May-26","06-May-2026","","0"
"1476571","API returns 500 Internal Server Error for invalid non-numeric ID instead of proper validation error (400/404)","API_Integrations","Done","May-26","06-May-2026","","0"
"1476821","Bid Estimate Information: Engineer's Estimate Report: Grand Total value in the report is not matching with 'Total Amount($)' in 'Bid Items'","API_Integrations","New","May-26","07-May-2026","Product Engineering","0"
"1477336","$Collection property is missing in Entity Container entity set definitions","API_Integrations","Done","May-26","08-May-2026","","0"
"1477453","Validation pattern is missing for LIBCONT.ID field in OData metadata response","API_Integrations","Done","May-26","08-May-2026","","0"
"1478000","Bid Estimates: User is able to create and Issue Addendum even after Bid Opening Date has passed","API_Integrations","New","May-26","11-May-2026","Product Engineering","0"
"1478070","Schedule: On Importing excel with Duration as '0' for all the Tasks, '1' is getting updated in Duration for all the tasks after Import","API_Integrations","New","May-26","11-May-2026","Product Engineering","0"
"1478200","Unable to perform Workflow Actions in any of the form across application","API_Integrations","Done","May-26","11-May-2026","Product Engineering","0"
"1478605","EXPSFRM metadata response has missing navigation bindings, missing Employee navigation property, and AutoIncrement field not marked as computed","API_Integrations","Done","May-26","12-May-2026","","0"
"1479216","UrlRef is missing for DefaultFiscalYearID and ProgramYear fields in project metadata response","API_Integrations","Done","May-26","13-May-2026","","0"
"1479955","Bid Awarded Contractor is not getting selected as 'Prime Contractor' in Contractors on importing awarded bid in Contract Details","API_Integrations","New","May-26","14-May-2026","Product Engineering","0"
"1480014","Materials On Hand: 'Not Found' error displayed even though items exists, on clicking 'Add' button in 'Contract Items' grid","API_Integrations","New","May-26","14-May-2026","Product Engineering","0"
"1480033","RFINFRM Contract lookup $UrlRef returns empty values instead of contract dropdown data","API_Integrations","Done","May-26","14-May-2026","","0"
"1480764","For CONTMGT form,  for odata/Lookups/CONTMGT/CalendarID getting empty array","API_Integrations","New","May-26","18-May-2026","","0"
"1480934","Issues in lookup url - LIBCONT","API_Integrations","Done","May-26","19-May-2026","","0"
"1481259","Issue Log: Unable to Submit the record in New stage","API_Integrations","New","May-26","20-May-2026","Product Engineering","0"
"1481396","Schedule: Getting Server Error on adding 'Resource Title(s)' in any task","API_Integrations","New","May-26","20-May-2026","Product Engineering","0"
"1481437","Expand query fails for EXPSFRM POItems navigation property","API_Integrations","Done","May-26","20-May-2026","","0"
"1482404","Documents folder structure selected in Project Details is not displayed under Documents in left navigation","API_Integrations","Done","May-26","22-May-2026","Product Engineering","0"
"1488865","user is able to create record with the values that do not match the configured validation pattern","API_Integrations","Done","Jun-26","04-Jun-2026","","0"
"1489468","POST: Purchase Order: Issues observed during PBI demo","API_Integrations","Done","Jun-26","05-Jun-2026","Product Engineering","0"
"1490023","Getting 500,501,404 status code for LookUp APIs for some forms","API_Integrations","Done","Jun-26","08-Jun-2026","Product Engineering","0"
"1491730","GET: Project: ""ModuleName"" is showing blank in ""ProjectModules""","API_Integrations","New","Jun-26","11-Jun-2026","Product Engineering","0"
"1492244","POST: GFL: Validation missing when trying to update Total and remaining amount in GFL","API_Integrations","New","Jun-26","12-Jun-2026","","0"
"1494322","POST: Purchase Order: PID is auto updating to 0, when not included in the body while updating the created PO","API_Integrations","Dev in progress","Jun-26","16-Jun-2026","Product Engineering","0"
"1494325","PATCH: Project Fund List Issues","API_Integrations","Dev Completed","Jun-26","16-Jun-2026","Product Engineering","0"
"1494413","POST: Purchase Order: Able to update all the fields when WF state of record is in Commit state","API_Integrations","Done","Jun-26","16-Jun-2026","Product Engineering","0"
"1497305","Incorrect Form Key present in response of POST/GET Api","API_Integrations","New","Jun-26","22-Jun-2026","Product Engineering","0"
"1497453","Incorrect Error Message for incorrect DATE Format","API_Integrations","Blocked","Jun-26","22-Jun-2026","Product Engineering","0"
"1497805","API returns 200 OK for invalid large pageNumber/pageSize values instead of validation error","API_Integrations","Approved","Jun-26","23-Jun-2026","","0"
"1498219","ProjectId Computed Field Passed in POST Request Body Returns 201 Instead of Expected 400 for PROJECT Entity","API_Integrations","Done","Jun-26","24-Jun-2026","Product Engineering","0"
"1498228","POST Request with Duplicate AUR_RecordId Returns 400 UNKNOWN_ERROR with Misleading ""ProjectCode is read-only"" Message Instead of 409 Conflict for PROJECT Entity","API_Integrations","New","Jun-26","24-Jun-2026","Product Engineering","0"
"1498735","Getting incorrect error message on passing invalid AUR_RecordId","API_Integrations","Approved","Jun-26","25-Jun-2026","","0"
"1498787","Incorrect Validations for Start Date and End Date across forms  (CONTMGT, PURCORD)","API_Integrations","Done","Jun-26","25-Jun-2026","Product Engineering","0"
"1499923","[LIBCONT] Validation Edge Cases for Form Vendors","API_Integrations","New","Jun-26","26-Jun-2026","Product Engineering","0"
"1503425","[VENDORS]OData Lookup for Subcategory Returns All Values Without Category Context, Allowing Invalid Subcategory Selection","API_Integrations","New","Jun-26","29-Jun-2026","Product Engineering","0"
"1505957","POST: BDGREV API returns 404 ""Entity metadata not found"" when BudgetRevisionType is passed as null","API_Integrations","Cannot Reproduce","Jun-26","30-Jun-2026","Product Engineering","0"
"1508308","PATCH for PROJECT not working for Integration when DocumentTemplateID & DocMetadataID are not provided","API_Integrations","Done","Jul-26","01-Jul-2026","Product Engineering","0"
"1510778","PROJECT Form: Grid Update is not persisting","API_Integrations","New","Jul-26","03-Jul-2026","Product Engineering","0"
"1511160","POST: CONTMGT API returns incorrect start date validation error for valid contract dates","API_Integrations","Done","Jul-26","06-Jul-2026","Product Engineering","0"
"1512966","[PURCORD]POST with  Only Required Fields is throwing error","API_Integrations","Done","Jul-26","09-Jul-2026","Product Engineering","0"
"1513610","PATCH not working for Change Order (CHNGORD) form","API_Integrations","Done","Jul-26","10-Jul-2026","Product Engineering","0"
"1513611","POST for Change Order returns error if optional field ""Days"" not provided on payload","API_Integrations","New","Jul-26","11-Jul-2026","Product Engineering","0"
"1524795","odata nextlink is not working","API_Integrations","Approved","Jul-26","29-Jul-2026","Product Engineering","0"
"1524848","$skip is ignored when skip value exceeds total item count — all items returned instead of empty set","API_Integrations","Approved","Jul-26","29-Jul-2026","Product Engineering","0"
"1524856","$orderby does not sort container-assigned items — they are always appended after root-level items regardless of sort value","API_Integrations","Approved","Jul-26","29-Jul-2026","Product Engineering","0"
"1525504","Filtering doesn't work correctly with pagination — some pages show fewer items than expected, and page count is wrong","API_Integrations","New","Jul-26","31-Jul-2026","Product Engineering","0"
"1526876","List view shows incorrect Amount for lumpsum items","API_Integrations","New","Aug-26","03-Aug-2026","Product Engineering","0"
"1532421","$orderby parameter has no effect on Contract Items (CONTMGT) list — sorting is silently ignored","API_Integrations","New","Aug-26","13-Aug-2026","Product Engineering","0"
"1532424","Summary totals don't update when items are filtered out","API_Integrations","New","Aug-26","13-Aug-2026","Product Engineering","0"
"1532425","Containers list still shows containers even when no items are returned","API_Integrations","New","Aug-26","13-Aug-2026","Product Engineering","0"
"1533615","ContainerPath is always coming empty in response for POST for Containers for Budget Estimate Revision list","API_Integrations","New","Aug-26","19-Aug-2026","Product Engineering","0"
"1535406","Sorting not working for descending sort when top,skip & orderBy desc applied together for BER Items GET","API_Integrations","New","Aug-26","21-Aug-2026","Product Engineering","0"
"1536981","GetFolderStructure API returns generic 404 routing error instead of proper 400 validation error for missing/invalid query parameter","API_Integrations","Approved","Aug-26","26-Aug-2026","Product Engineering","0"
"1537550","ListPath is coming blank for GetFolderStructure for Project for root Document FolderID","API_Integrations","New","Aug-26","27-Aug-2026","Product Engineering","0"
"1538564","IsComplete returns null for a task marked complete","API_Integrations","New","Aug-26","31-Aug-2026","Product Engineering","0"
"1464588","Unable to Access Documents Page After Project Creation + Typo in Access Denied Message","Aurigo Essentials 2.0","Done","Apr-26","03-Apr-2026","","0"
"1466705","High Severity Vulnerable Library in Essentials 2.0 - automapper.12.0.1.nupkg","Aurigo Essentials 2.0","New","Apr-26","08-Apr-2026","","0"
"1466713","Critical Severity Vulnerable Library in Essentials 2.0 - jspdf-4.2.0.tgz","Aurigo Essentials 2.0","Dev Completed","Apr-26","08-Apr-2026","","0"
"1466717","Medium Severity Vulnerable Library in Essentials 2.0 - serialize-javascript-6.0.2.tgz","Aurigo Essentials 2.0","New","Apr-26","08-Apr-2026","","0"
"1472285","Start Date and End Date returned as default minimum date instead of null for contracts without date values","Aurigo Essentials 2.0","Done","Apr-26","24-Apr-2026","","0"
"1476800","opentelemetry.exporter.jaeger.1.5.1.nupkg - Essentials 2.0","Aurigo Essentials 2.0","New","May-26","07-May-2026","Security","0"
"1476895","fast-uri-3.1.0.tgz","Aurigo Essentials 2.0","New","May-26","07-May-2026","Security","0"
"1476897","uuid-11.1.0.tgz","Aurigo Essentials 2.0","New","May-26","07-May-2026","","0"
"1476899","postcss-8.5.9.tgz","Aurigo Essentials 2.0","New","May-26","07-May-2026","Security","0"
"1476902","dompurify-3.3.3.tgz","Aurigo Essentials 2.0","New","May-26","07-May-2026","Security","0"
"1476906","axios-1.14.0.tgz and follow-redirects-1.15.11.tgz","Aurigo Essentials 2.0","New","May-26","07-May-2026","Security","0"
"1476912","serialize-javascript-6.0.2.tgz","Aurigo Essentials 2.0","New","May-26","07-May-2026","Security","0"
"1476913","once-1.1.2.tgz","Aurigo Essentials 2.0","New","May-26","07-May-2026","Security","0"
"1477014","Approve button remains enabled when validation errors are present in draft Amendment edit mode after contract unlock/relock","Aurigo Essentials 2.0","Done","May-26","07-May-2026","","0"
"1481774","User cannot log in, after setting password through Forgot Password flow for expired activation link","Aurigo Essentials 2.0","New","May-26","21-May-2026","Product Engineering","0"
"1483704","DELETE Project API returns empty response for invalid projectId values","Aurigo Essentials 2.0","Done","May-26","27-May-2026","","0"
"1513268","Project/Contract Team and User Management Groups – Role styling, column-header, tooltip, delete-confirmation, and dropdown-placeholder inconsistencies","Aurigo Essentials 2.0","Done","Jul-26","10-Jul-2026","Product Engineering","0"
"1513271","User Management – Group details disappear after deletion fails for an associated group","Aurigo Essentials 2.0","Done","Jul-26","10-Jul-2026","Product Engineering","0"
"1522679","Essentials Build : Newly created user with password set is unable to log in","Aurigo Essentials 2.0","New","Jul-26","23-Jul-2026","","0"
"1522699","Forgot Password page > On entering SSO user ID shows inconsistent icon/color styling in the error message and intermittent 'invalid' message""","Aurigo Essentials 2.0","New","Jul-26","23-Jul-2026","","0"
"1522729","Login Page : SSO username without password shows ""Password is required"" instead of showing ""Continue with SSO"" on clicking sign-in button","Aurigo Essentials 2.0","New","Jul-26","23-Jul-2026","","0"
"1533088","User Profile > Change Password field issues","Aurigo Essentials 2.0","New","Aug-26","18-Aug-2026","","0"
"1533121","Login Page : Remaining login attempt count is not reset after successful login","Aurigo Essentials 2.0","New","Aug-26","18-Aug-2026","","0"
"1536627","High Severity Vulnerable Library in Essentials 2.0 - microsoft.aspnetcore.odata.8.2.5.nupkg","Aurigo Essentials 2.0","New","Aug-26","25-Aug-2026","","0"
"1536630","Medium Severity Vulnerable Library in Essentials 2.0 - anglesharp.0.17.1.nupkg","Aurigo Essentials 2.0","New","Aug-26","25-Aug-2026","","0"
"1537388","[E2E] Slide-out panel (Contract / Invoice) does not auto-close after adding a valid value once a ceiling/remaining-amount validation error has occurred","Aurigo Essentials 2.0","Dev Completed","Aug-26","27-Aug-2026","Automation","0"
"1537394","[Smoke] Default system Business Process Workflows (Punchlist, RFI, Submittal) are not provisioned for newly created tenants","Aurigo Essentials 2.0","Done","Aug-26","27-Aug-2026","Automation","0"
"1537398","[Config] Config-validation tenant login blocked with ""plan has expired"" — blocking new tenant default-data validation","Aurigo Essentials 2.0","Done","Aug-26","27-Aug-2026","Automation","0"
"1538120","New prod tenants provisioned with empty default data — Projects, Contracts, and Library data missing","Aurigo Essentials 2.0","Done","Aug-26","28-Aug-2026","Automation","0"
"1466533","Calendar icons are misaligned in edit Schedule page","Aurigo MW Modernization","Done","Apr-26","08-Apr-2026","Product Management","0"
"1468048","Fund Source Name Inline Edit UI is Distorted","Aurigo MW Modernization","Done","Apr-26","13-Apr-2026","Product Engineering","0"
"1470287","UI Misalignment Issue in Pay Item No. Picker Box","Aurigo MW Modernization","Done","Apr-26","20-Apr-2026","Product Engineering","0"
"1474841","Quick Add Functionality Issues","Aurigo MW Modernization","Done","Apr-26","30-Apr-2026","Product Engineering","0"
"1474869","Getting a Data Base Error when the Budget Estimate is saved","Aurigo MW Modernization","Done","Apr-26","30-Apr-2026","Product Engineering","0"
"1475358","Unable to save the Funding Rule [Getting an Error] even after adding fund distribution","Aurigo MW Modernization","Dev in progress","May-26","04-May-2026","Product Engineering","0"
"1475684","Expense: User is able to Approve Expenses (Direct and Miscellaneous) without associating the Fund Rule","Aurigo MW Modernization","Done","May-26","05-May-2026","Product Engineering","0"
"1476002","RFI/Issue Log/Risk Register/Location: Contract ID is displayed instead of Contract Name in Details Report","Aurigo MW Modernization","New","May-26","05-May-2026","Product Engineering","0"
"1476007","Planned Project: Administrator/Admin user is getting permission error on trying to create Copy of existing project","Aurigo MW Modernization","Done","May-26","05-May-2026","Product Engineering","0"
"1477983","Bid Items: 'Unit Price in $' column is not displayed and few extra columns are displayed in 'Flat List' view","Aurigo MW Modernization","New","May-26","11-May-2026","Product Engineering","0"
"1478102","Budget Estimates: Getting permission error and user is navigated to Home page, on clicking 'Save & Estimate' in details page","Aurigo MW Modernization","Done","May-26","11-May-2026","Product Engineering","0"
"1478114","Extra/Unwanted field-'Project Template' dropdown without any value is displayed in Project Details page","Aurigo MW Modernization","Done","May-26","11-May-2026","Product Engineering","0"
"1479197","[Legacy] Form Builder: In the list box, only the first option is shown while other options are hidden","Aurigo MW Modernization","Done","May-26","13-May-2026","","0"
"1479859","BER: Approved BE Items are not displayed in BER Items page","Aurigo MW Modernization","Done","May-26","14-May-2026","Product Engineering","0"
"1479872","BER: Unable to move the workflow even though Latest Forecast exists with 'Remaining Amount in $' as '0' for all the items in forecast and also unable to Mark newly created forecast as Latest","Aurigo MW Modernization","Done","May-26","14-May-2026","Product Engineering","0"
"1480767","Grid Picker Popup Overflows When Columns Contain Large Data, Hiding Action Button","Aurigo MW Modernization","Done","May-26","18-May-2026","","0"
"1480959","Client Dynamic Grid Shows Empty Space After Hiding Action Buttons in Edit Mode","Aurigo MW Modernization","Done","May-26","19-May-2026","","0"
"1480976","Top and Side Panes Disappear Randomly on Dashboard/Grid Screen","Aurigo MW Modernization","Done","May-26","19-May-2026","","0"
"1480977","Scrollbar Stops Working After Top and Side Panes Disappear","Aurigo MW Modernization","Done","May-26","19-May-2026","","0"
"1480978","Read-Only TextArea Control Misalignment in Edit Mode","Aurigo MW Modernization","Done","May-26","19-May-2026","","0"
"1481800","Contracts: 'No records to display' is displayed in list page even though records exists","Aurigo MW Modernization","Done","May-26","21-May-2026","Product Engineering","0"
"1482381","'Creator' is displayed instead of 'Owner' column in Planned Projects/Projects list page","Aurigo MW Modernization","Done","May-26","22-May-2026","Product Engineering","0"
"1482417","Projects API returns all records instead of only project-specific data","Aurigo MW Modernization","Done","May-26","22-May-2026","Product Engineering","0"
"1483059","UI Issues in Item List Page","Aurigo MW Modernization","Done","May-26","25-May-2026","","0"
"1483306","On trying to Publish InActive Project, getting server error and after page refresh Planned Projects list page is broken, projects are not displaying","Aurigo MW Modernization","Done","May-26","26-May-2026","Product Engineering","0"
"1483562","On selecting a Project in 'Projects' module and clicking on 'Related Programs' shows No Data","Aurigo MW Modernization","Done","May-26","26-May-2026","Product Engineering","0"
"1484115","GetAllRecords API returns 500 Internal Server Error for ModuleId 'CHKCHEC' because valid pid and parentid values are not available","Aurigo MW Modernization","Done","May-26","28-May-2026","Product Engineering","0"
"1484184","POST: Budget Estimates: On passing blank 'ForecastName', error message is not displayed in the response eventhough its required field","Aurigo MW Modernization","Done","May-26","28-May-2026","Product Engineering","0"
"1484193","POST: Budget Estimates: On passing invalid value/Id for mandatory dropdown field, record is getting created without value in the dropdown","Aurigo MW Modernization","Done","May-26","28-May-2026","Product Engineering","0"
"1486752","POST: Budget Estimates - On passing valid Budget Template ID and Budget Template Name, getting 'Cannot save the data. Invalid data' error in response","Aurigo MW Modernization","Done","Jun-26","01-Jun-2026","Product Engineering","0"
"1486874","Budget Estimate: On creating new record from POST API, 'Budget Created On' date is showing a day less in 'GET List API' response","Aurigo MW Modernization","Done","Jun-26","01-Jun-2026","Product Engineering","0"
"1487027","API Validation and Sorting Issues: Invalid Parent Instance ID, Unsupported Sort Fields, Pagination Parameters, and Sorting Behavior","Aurigo MW Modernization","Done","Jun-26","02-Jun-2026","","0"
"1487335","Unable to create the Fund Transaction","Aurigo MW Modernization","Done","Jun-26","02-Jun-2026","Product Engineering","0"
"1487660","POST: CONTRACT: On passing valid data, error message is displayed in response but record is getting created and Workflow Status is displayed as '-N.A.-', even though ""isWorkflowAssociated"" is selected as ""True""","Aurigo MW Modernization","Done","Jun-26","02-Jun-2026","Product Engineering","0"
"1488176","POST: Project: Unable to create new project getting ""Cannot save the data. CreateDate is read-only and cannot be modified."" error in response even though blank value for 'CreateDate' is passed","Aurigo MW Modernization","Done","Jun-26","03-Jun-2026","Product Engineering","0"
"1488198","API Returns Data Without Authentication","Aurigo MW Modernization","Done","Jun-26","03-Jun-2026","","0"
"1488602","POST: Project: Newly created Project is by default InActive, if we dont pass any value in ""IsActive""","Aurigo MW Modernization","Done","Jun-26","04-Jun-2026","Product Engineering","0"
"1488628","POST:Project: Unable to create Project without 'StatusId', ""ProjectTypeID"" , 'ExpenditureCurve', 'TemplateId', 'ProgramYear', 'ProjectValue' attributes and its value in the Request Body, even though they are not mandatory fields","Aurigo MW Modernization","Done","Jun-26","04-Jun-2026","Product Engineering","0"
"1488746","POST: Project: On passing 'EndDate' less than 'StartDate', validation is missing and record is getting created with Current Date as End Date in UI","Aurigo MW Modernization","Done","Jun-26","04-Jun-2026","Product Engineering","0"
"1488765","API returns 201/200 for invalid data type","Aurigo MW Modernization","Done","Jun-26","04-Jun-2026","","0"
"1488771","POST: Project: On passing invalid 'DocumentTemplateID', getting database error in response","Aurigo MW Modernization","Done","Jun-26","04-Jun-2026","Product Engineering","0"
"1488793","API allows Item creation for Published B.E. despite UI restrictions","Aurigo MW Modernization","Done","Jun-26","04-Jun-2026","","0"
"1488807","POST: Project: On passing 'Percentage' as 50 for StrategicObjectives, validation is missing and record is getting created and in UI Objective is not added in grid","Aurigo MW Modernization","Done","Jun-26","04-Jun-2026","Product Engineering","0"
"1488987","incorrect validation message displayed when an invalid PID is passed","Aurigo MW Modernization","Done","Jun-26","04-Jun-2026","","0"
"1489053","POST:Project: User is able to update 'ProjectCode' and 'BusinessUnit' which are read-only fields after Project creation","Aurigo MW Modernization","Done","Jun-26","04-Jun-2026","Product Engineering","0"
"1489081","API allows Item creation with invalid date formats, inconsistent date ranges, and random date values","Aurigo MW Modernization","Done","Jun-26","04-Jun-2026","","0"
"1489164","API allows updates to non-editable fields","Aurigo MW Modernization","Done","Jun-26","05-Jun-2026","","0"
"1489234","POST: Budget Estimates: Unable to create new record, getting ""Cannot save the data. BudgetEstimateID is read-only and cannot be modified."", even though not passing the Attribute in Request","Aurigo MW Modernization","Done","Jun-26","05-Jun-2026","Product Engineering","0"
"1489273","Unable to upload document in Attachments grid in Project Details page","Aurigo MW Modernization","Done","Jun-26","05-Jun-2026","Product Engineering","0"
"1489336","POST: Budget Estimate Revision: Unable to create new record, getting database error in the response","Aurigo MW Modernization","Done","Jun-26","05-Jun-2026","Product Engineering","0"
"1489585","Hide Container and Hide control not working","Aurigo MW Modernization","Done","Jun-26","05-Jun-2026","Product Engineering","0"
"1489586","Form Render misalignment","Aurigo MW Modernization","Done","Jun-26","05-Jun-2026","Product Engineering","0"
"1489657","Published Budget Estimate Allows Editing of Quantity and Unit Price but Amount Remains Zero","Aurigo MW Modernization","Done","Jun-26","06-Jun-2026","","0"
"1489658","Form throwing error when xml form have columnGroups","Aurigo MW Modernization","Done","Jun-26","06-Jun-2026","","0"
"1489659","Published Budget Estimate Container Can Be Created and Edited","Aurigo MW Modernization","Done","Jun-26","06-Jun-2026","","0"
"1489660","Unable to Create Container Without Entering Non-Mandatory Fields","Aurigo MW Modernization","Done","Jun-26","06-Jun-2026","","0"
"1489665","Unable to Detach an Independently Created Container After Associating It with Another Container","Aurigo MW Modernization","Done","Jun-26","06-Jun-2026","","0"
"1489666","Sub-Items Can Be Added and Edited When Unit Type is Set to ""Lumpsum"" for Item","Aurigo MW Modernization","Done","Jun-26","06-Jun-2026","","0"
"1489796","Description field is not mandatory when creating a Sub Item in the UI","Aurigo MW Modernization","Done","Jun-26","08-Jun-2026","","0"
"1489810","Sub Item allows modification Unit Price","Aurigo MW Modernization","Done","Jun-26","08-Jun-2026","","0"
"1489818","API returns 200 OK when Quantity is passed as text","Aurigo MW Modernization","Done","Jun-26","08-Jun-2026","","0"
"1489840","BER: Unable to open the record created using POST API, getting server error in UI","Aurigo MW Modernization","Done","Jun-26","08-Jun-2026","Product Engineering","0"
"1489855","POST: BER: Able to create new record in Planned Project which dont have Approved Budget Estimate","Aurigo MW Modernization","Done","Jun-26","08-Jun-2026","Product Engineering","0"
"1490003","[Generic] ASPX Form Configurator: UI issues observed for few forms which is in ASPX form configurator page","Aurigo MW Modernization","Cannot Reproduce","Jun-26","08-Jun-2026","Product Engineering","0"
"1490085","POST: Project: Validation missing on passing blank/null in 'DefaultFiscalYearID', in Edit mode its clearing the existing value & updating the record to blank instead of showing error message","Aurigo MW Modernization","Done","Jun-26","08-Jun-2026","Product Engineering","0"
"1490089","Container is created with invalid parent id","Aurigo MW Modernization","Done","Jun-26","08-Jun-2026","","0"
"1490306","POST: BER: Unable to update/modify existing record data getting ""The given key was not present in the dictionary."" error in response","Aurigo MW Modernization","Done","Jun-26","08-Jun-2026","Product Engineering","0"
"1490431","Unable to highlight a user input field using xml highlight control","Aurigo MW Modernization","Done","Jun-26","09-Jun-2026","","0"
"1490454","ADA violations - Engage","Aurigo MW Modernization","Done","Jun-26","09-Jun-2026","","0"
"1490800","GET: BER: ""BudgetEstimateID"" and ""BudgetEstimateName"" values are not fetched in response","Aurigo MW Modernization","Done","Jun-26","09-Jun-2026","Product Engineering","0"
"1491173","Amount is not getting updated in both post and patch operation","Aurigo MW Modernization","Done","Jun-26","10-Jun-2026","","0"
"1491208","POST: Project: Update of Strategic Goal is not happening as expected, getting error on passing valid value","Aurigo MW Modernization","Done","Jun-26","10-Jun-2026","Product Engineering","0"
"1491214","Workflow microservice API: The Publishing record and deleting record is not reflecting UI","Aurigo MW Modernization","New","Jun-26","10-Jun-2026","Automation","0"
"1491217","Notification: Notification Slider Closes when clicked enter in search bar","Aurigo MW Modernization","Done","Jun-26","10-Jun-2026","Product Engineering","0"
"1491235","Workflow Microservice API: Duplicate Delete Requests Show Incorrect Deleted Count","Aurigo MW Modernization","New","Jun-26","10-Jun-2026","Automation","0"
"1491241","POST: Invalid error response on passing blank Request Body","Aurigo MW Modernization","Done","Jun-26","10-Jun-2026","Product Engineering","0"
"1491265","Project Phase Containers Can Be Assigned as Children of Any Container","Aurigo MW Modernization","Approved","Jun-26","10-Jun-2026","","0"
